timestamp,floorplan,beds,sqft,unit,date_available,starting_price,deposit,special,url
2026-07-21T08:52:26,North Tower Catalina,1 Bed(s),872,1105,8/5/2026,"$3,450.00","$1,000.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Catalina,1 Bed(s),872,1503,8/12/2026,"$3,600.00","$1,000.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Catalina,1 Bed(s),872,0513,8/13/2026,"$3,325.00","$1,000.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Meridian with Den Option,1 Bed(s),1140,1218,7/24/2026,"$4,150.00","$1,000.00",2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Meridian with Den Option,1 Bed(s),1140,0918,8/28/2026,"$3,725.00","$1,000.00",,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Pacifica,2 Bed(s),1413,0414,Available Now,"$4,120.00","$1,200.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Pacifica,2 Bed(s),1413,0408,Available Now,"$4,120.00","$1,200.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Pacifica,2 Bed(s),1276,1604,8/14/2026,"$4,470.00","$1,200.00",First Month's Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Regency,1 Bed(s),983,1111,Available Now,"$3,660.00","$1,000.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
2026-07-21T08:52:26,North Tower Regency,1 Bed(s),983,1611,8/24/2026,"$3,885.00","$1,000.00",1 1/2 Months' Rent Free at Move In,https://gardencommunitiesca.securecafe.com/onlineleasing/towers-at-costa-verde/oleapplication.aspx?stepname=Apartments&myOlePropertyId=2148144
